pseudo_bulk	cluster	annotation
C64_Carp_S22	0	myeloid
I17_Carp_S22	4	epithelial_malignant
I38_Carp_S22	4	epithelial_malignant
I40_Carp_S22	4	epithelial_malignant
I41_Carp_S22	4	epithelial_malignant
I42_Carp_S22	3	lymphoid
I43_Carp_S22	4	epithelial_malignant
I44_Carp_S22	4	epithelial_malignant
I45_Carp_S22	4	epithelial_malignant
I54_Carp_S22	3	lymphoid
I61_Carp_S22	0	myeloid
C13_Carp_S23	3	lymphoid
C19_Carp_S23	3	lymphoid
C30_Carp_S23	2	myeloid
C33_Carp_S23	2	myeloid
C39_Carp_S23	2	myeloid
C51_Carp_S23	2	myeloid
C54_Carp_S23	2	myeloid
C67_Carp_S23	0	myeloid
C72_Carp_S23	2	myeloid
I13_Carp_S23	5	fibroblast
I19_Carp_S23	1	epithelial
I21_Carp_S23	4	epithelial_malignant
I23_Carp_S23	0	myeloid
I24_Carp_S23	3	lymphoid
I32_Carp_S23	2	myeloid
I36_Carp_S23	0	myeloid
I51_Carp_S23	3	lymphoid
I53_Carp_S23	3	lymphoid
I55_Carp_S23	3	lymphoid
I5_Carp_S23	3	lymphoid
I6_Carp_S23	3	lymphoid
C1_Carp_S24	3	lymphoid
C25_Carp_S24	0	myeloid
C29_Carp_S24	2	myeloid
C30_Carp_S24	3	lymphoid
C33_Carp_S24	3	lymphoid
C3_Carp_S24	2	myeloid
C6_Carp_S24	2	myeloid
C70_Carp_S24	3	lymphoid
C71_Carp_S24	2	myeloid
C7_Carp_S24	2	myeloid
I14_Carp_S24	4	epithelial_malignant
I19_Carp_S24	3	lymphoid
I25_Carp_S24	4	epithelial_malignant
I27_Carp_S24	4	epithelial_malignant
I28_Carp_S24	0	myeloid
I29_Carp_S24	4	epithelial_malignant
I30_Carp_S24	3	lymphoid
I38_Carp_S24	2	myeloid
I40_Carp_S24	4	epithelial_malignant
I42_Carp_S24	0	myeloid
I46_Carp_S24	0	myeloid
I47_Carp_S24	0	myeloid
I52_Carp_S24	2	myeloid
I53_Carp_S24	0	myeloid
I57_Carp_S24	3	lymphoid
I62_Carp_S24	4	epithelial_malignant
I71_Carp_S24	3	lymphoid
C0_Carp_S25	5	fibroblast
C106_Carp_S25	0	myeloid
C108_Carp_S25	3	lymphoid
C112_Carp_S25	0	myeloid
C113_Carp_S25	6	endothelial
C114_Carp_S25	0	myeloid
C115_Carp_S25	2	myeloid
C119_Carp_S25	0	myeloid
C12_Carp_S25	3	lymphoid
C13_Carp_S25	3	lymphoid
C14_Carp_S25	4	epithelial_malignant
C22_Carp_S25	0	myeloid
C26_Carp_S25	5	fibroblast
C28_Carp_S25	3	lymphoid
C30_Carp_S25	2	myeloid
C31_Carp_S25	4	epithelial_malignant
C33_Carp_S25	5	fibroblast
C35_Carp_S25	3	lymphoid
C39_Carp_S25	5	fibroblast
C42_Carp_S25	4	epithelial_malignant
C45_Carp_S25	0	myeloid
C46_Carp_S25	3	lymphoid
C47_Carp_S25	0	myeloid
C49_Carp_S25	3	lymphoid
C54_Carp_S25	5	fibroblast
C5_Carp_S25	3	lymphoid
C64_Carp_S25	0	myeloid
C65_Carp_S25	0	myeloid
C66_Carp_S25	3	lymphoid
C67_Carp_S25	2	myeloid
C6_Carp_S25	5	fibroblast
C70_Carp_S25	0	myeloid
C72_Carp_S25	3	lymphoid
C75_Carp_S25	0	myeloid
C87_Carp_S25	0	myeloid
C88_Carp_S25	3	lymphoid
C8_Carp_S25	0	myeloid
C91_Carp_S25	5	fibroblast
C94_Carp_S25	0	myeloid
C99_Carp_S25	3	lymphoid
I100_Carp_S25	4	epithelial_malignant
I112_Carp_S25	4	epithelial_malignant
I115_Carp_S25	5	fibroblast
I121_Carp_S25	3	lymphoid
I13_Carp_S25	3	lymphoid
I26_Carp_S25	3	lymphoid
I28_Carp_S25	3	lymphoid
I33_Carp_S25	3	lymphoid
I35_Carp_S25	3	lymphoid
I47_Carp_S25	4	epithelial_malignant
I58_Carp_S25	4	epithelial_malignant
I67_Carp_S25	4	epithelial_malignant
I69_Carp_S25	3	lymphoid
I70_Carp_S25	2	myeloid
I74_Carp_S25	5	fibroblast
I75_Carp_S25	0	myeloid
I81_Carp_S25	3	lymphoid
I92_Carp_S25	0	myeloid
I96_Carp_S25	4	epithelial_malignant
I98_Carp_S25	3	lymphoid
C0_Carp_S26	0	myeloid
C104_Carp_S26	0	myeloid
C105_Carp_S26	5	fibroblast
C108_Carp_S26	3	lymphoid
C117_Carp_S26	0	myeloid
C121_Carp_S26	5	fibroblast
C124_Carp_S26	1	epithelial
C128_Carp_S26	3	lymphoid
C133_Carp_S26	3	lymphoid
C13_Carp_S26	0	myeloid
C141_Carp_S26	5	fibroblast
C143_Carp_S26	0	myeloid
C149_Carp_S26	0	myeloid
C151_Carp_S26	5	fibroblast
C175_Carp_S26	5	fibroblast
C183_Carp_S26	0	myeloid
C184_Carp_S26	3	lymphoid
C186_Carp_S26	3	lymphoid
C188_Carp_S26	0	myeloid
C209_Carp_S26	3	lymphoid
C211_Carp_S26	5	fibroblast
C217_Carp_S26	3	lymphoid
C221_Carp_S26	5	fibroblast
C239_Carp_S26	3	lymphoid
C23_Carp_S26	6	endothelial
C252_Carp_S26	0	myeloid
C271_Carp_S26	0	myeloid
C273_Carp_S26	3	lymphoid
C275_Carp_S26	5	fibroblast
C29_Carp_S26	6	endothelial
C2_Carp_S26	3	lymphoid
C30_Carp_S26	0	myeloid
C38_Carp_S26	0	myeloid
C58_Carp_S26	0	myeloid
C62_Carp_S26	3	lymphoid
C6_Carp_S26	3	lymphoid
C73_Carp_S26	5	fibroblast
C74_Carp_S26	6	endothelial
C82_Carp_S26	0	myeloid
C88_Carp_S26	0	myeloid
I112_Carp_S26	3	lymphoid
I117_Carp_S26	3	lymphoid
I125_Carp_S26	3	lymphoid
I134_Carp_S26	0	myeloid
I135_Carp_S26	0	myeloid
I145_Carp_S26	0	myeloid
I171_Carp_S26	3	lymphoid
I177_Carp_S26	3	lymphoid
I181_Carp_S26	0	myeloid
I189_Carp_S26	2	myeloid
I206_Carp_S26	5	fibroblast
I214_Carp_S26	2	myeloid
I22_Carp_S26	3	lymphoid
I23_Carp_S26	3	lymphoid
I269_Carp_S26	5	fibroblast
I34_Carp_S26	3	lymphoid
I41_Carp_S26	4	epithelial_malignant
I44_Carp_S26	3	lymphoid
I45_Carp_S26	3	lymphoid
I48_Carp_S26	3	lymphoid
I50_Carp_S26	3	lymphoid
I54_Carp_S26	3	lymphoid
I57_Carp_S26	3	lymphoid
I60_Carp_S26	0	myeloid
I62_Carp_S26	3	lymphoid
I72_Carp_S26	0	myeloid
I84_Carp_S26	3	lymphoid
I88_Carp_S26	3	lymphoid
I91_Carp_S26	3	lymphoid
I93_Carp_S26	3	lymphoid
I94_Carp_S26	3	lymphoid
I96_Carp_S26	0	myeloid
I99_Carp_S26	3	lymphoid
C107_Carp_S27	3	lymphoid
C10_Carp_S27	0	myeloid
C13_Carp_S27	3	lymphoid
C16_Carp_S27	3	lymphoid
C22_Carp_S27	4	epithelial_malignant
C48_Carp_S27	0	myeloid
C49_Carp_S27	3	lymphoid
C4_Carp_S27	2	myeloid
C51_Carp_S27	3	lymphoid
C73_Carp_S27	0	myeloid
C75_Carp_S27	0	myeloid
I102_Carp_S27	4	epithelial_malignant
I117_Carp_S27	3	lymphoid
I15_Carp_S27	1	epithelial
I22_Carp_S27	5	fibroblast
I26_Carp_S27	4	epithelial_malignant
I27_Carp_S27	4	epithelial_malignant
I28_Carp_S27	4	epithelial_malignant
I29_Carp_S27	4	epithelial_malignant
I33_Carp_S27	4	epithelial_malignant
I34_Carp_S27	0	myeloid
I36_Carp_S27	3	lymphoid
I39_Carp_S27	0	myeloid
I48_Carp_S27	4	epithelial_malignant
I50_Carp_S27	4	epithelial_malignant
I53_Carp_S27	4	epithelial_malignant
I58_Carp_S27	4	epithelial_malignant
I65_Carp_S27	4	epithelial_malignant
I67_Carp_S27	4	epithelial_malignant
I82_Carp_S27	4	epithelial_malignant
C104_Carp_S28	4	epithelial_malignant
C113_Carp_S28	0	myeloid
C116_Carp_S28	0	myeloid
C119_Carp_S28	4	epithelial_malignant
C144_Carp_S28	3	lymphoid
C23_Carp_S28	0	myeloid
C31_Carp_S28	0	myeloid
C37_Carp_S28	4	epithelial_malignant
C54_Carp_S28	0	myeloid
C6_Carp_S28	2	myeloid
C75_Carp_S28	1	epithelial
C85_Carp_S28	5	fibroblast
C99_Carp_S28	4	epithelial_malignant
C9_Carp_S28	3	lymphoid
I100_Carp_S28	4	epithelial_malignant
I107_Carp_S28	4	epithelial_malignant
I129_Carp_S28	0	myeloid
I132_Carp_S28	0	myeloid
I148_Carp_S28	3	lymphoid
I20_Carp_S28	4	epithelial_malignant
I21_Carp_S28	0	myeloid
I24_Carp_S28	0	myeloid
I26_Carp_S28	4	epithelial_malignant
I30_Carp_S28	0	myeloid
I31_Carp_S28	4	epithelial_malignant
I33_Carp_S28	4	epithelial_malignant
I34_Carp_S28	4	epithelial_malignant
I37_Carp_S28	5	fibroblast
I39_Carp_S28	4	epithelial_malignant
I55_Carp_S28	6	endothelial
I59_Carp_S28	0	myeloid
I61_Carp_S28	4	epithelial_malignant
I62_Carp_S28	3	lymphoid
I65_Carp_S28	0	myeloid
I66_Carp_S28	0	myeloid
I72_Carp_S28	0	myeloid
I74_Carp_S28	0	myeloid
I95_Carp_S28	0	myeloid
I96_Carp_S28	5	fibroblast
C10_Carp_S29	5	fibroblast
C112_Carp_S29	5	fibroblast
C114_Carp_S29	3	lymphoid
C118_Carp_S29	1	epithelial
C127_Carp_S29	4	epithelial_malignant
C132_Carp_S29	5	fibroblast
C137_Carp_S29	5	fibroblast
C138_Carp_S29	5	fibroblast
C149_Carp_S29	0	myeloid
C162_Carp_S29	5	fibroblast
C16_Carp_S29	5	fibroblast
C179_Carp_S29	4	epithelial_malignant
C186_Carp_S29	5	fibroblast
C198_Carp_S29	4	epithelial_malignant
C200_Carp_S29	5	fibroblast
C20_Carp_S29	5	fibroblast
C217_Carp_S29	5	fibroblast
C226_Carp_S29	0	myeloid
C251_Carp_S29	0	myeloid
C255_Carp_S29	0	myeloid
C265_Carp_S29	5	fibroblast
C267_Carp_S29	0	myeloid
C269_Carp_S29	5	fibroblast
C276_Carp_S29	4	epithelial_malignant
C278_Carp_S29	0	myeloid
C283_Carp_S29	5	fibroblast
C28_Carp_S29	4	epithelial_malignant
C307_Carp_S29	5	fibroblast
C309_Carp_S29	0	myeloid
C39_Carp_S29	4	epithelial_malignant
C40_Carp_S29	3	lymphoid
C43_Carp_S29	0	myeloid
C46_Carp_S29	0	myeloid
C59_Carp_S29	0	myeloid
C66_Carp_S29	5	fibroblast
C93_Carp_S29	6	endothelial
C99_Carp_S29	3	lymphoid
C9_Carp_S29	5	fibroblast
I102_Carp_S29	4	epithelial_malignant
I105_Carp_S29	4	epithelial_malignant
I106_Carp_S29	4	epithelial_malignant
I108_Carp_S29	3	lymphoid
I111_Carp_S29	4	epithelial_malignant
I121_Carp_S29	4	epithelial_malignant
I122_Carp_S29	4	epithelial_malignant
I138_Carp_S29	4	epithelial_malignant
I139_Carp_S29	4	epithelial_malignant
I144_Carp_S29	6	endothelial
I146_Carp_S29	4	epithelial_malignant
I149_Carp_S29	4	epithelial_malignant
I157_Carp_S29	4	epithelial_malignant
I159_Carp_S29	4	epithelial_malignant
I163_Carp_S29	4	epithelial_malignant
I168_Carp_S29	4	epithelial_malignant
I178_Carp_S29	0	myeloid
I184_Carp_S29	4	epithelial_malignant
I185_Carp_S29	5	fibroblast
I187_Carp_S29	4	epithelial_malignant
I190_Carp_S29	4	epithelial_malignant
I208_Carp_S29	4	epithelial_malignant
I219_Carp_S29	6	endothelial
I226_Carp_S29	4	epithelial_malignant
I243_Carp_S29	4	epithelial_malignant
I251_Carp_S29	4	epithelial_malignant
I257_Carp_S29	4	epithelial_malignant
I282_Carp_S29	5	fibroblast
I289_Carp_S29	4	epithelial_malignant
I37_Carp_S29	1	epithelial
I42_Carp_S29	0	myeloid
I63_Carp_S29	4	epithelial_malignant
I68_Carp_S29	4	epithelial_malignant
I70_Carp_S29	4	epithelial_malignant
I71_Carp_S29	5	fibroblast
I74_Carp_S29	4	epithelial_malignant
I77_Carp_S29	4	epithelial_malignant
I78_Carp_S29	4	epithelial_malignant
I83_Carp_S29	4	epithelial_malignant
I86_Carp_S29	4	epithelial_malignant
I87_Carp_S29	4	epithelial_malignant
I90_Carp_S29	4	epithelial_malignant
I91_Carp_S29	4	epithelial_malignant
I95_Carp_S29	0	myeloid
I9_Carp_S29	3	lymphoid
C0_Carp_S30	1	epithelial
C100_Carp_S30	3	lymphoid
C101_Carp_S30	3	lymphoid
C102_Carp_S30	1	epithelial
C22_Carp_S30	1	epithelial
C33_Carp_S30	5	fibroblast
C53_Carp_S30	3	lymphoid
C57_Carp_S30	3	lymphoid
C60_Carp_S30	0	myeloid
C62_Carp_S30	2	myeloid
C80_Carp_S30	5	fibroblast
C84_Carp_S30	2	myeloid
C87_Carp_S30	1	epithelial
C94_Carp_S30	3	lymphoid
C98_Carp_S30	3	lymphoid
I103_Carp_S30	0	myeloid
I19_Carp_S30	4	epithelial_malignant
I22_Carp_S30	5	fibroblast
I23_Carp_S30	1	epithelial
I35_Carp_S30	1	epithelial
I36_Carp_S30	1	epithelial
I40_Carp_S30	5	fibroblast
I41_Carp_S30	0	myeloid
I42_Carp_S30	1	epithelial
I46_Carp_S30	5	fibroblast
I47_Carp_S30	1	epithelial
I50_Carp_S30	1	epithelial
I57_Carp_S30	1	epithelial
I63_Carp_S30	0	myeloid
I66_Carp_S30	0	myeloid
I71_Carp_S30	5	fibroblast
I77_Carp_S30	1	epithelial
I83_Carp_S30	0	myeloid
I8_Carp_S30	6	endothelial
I93_Carp_S30	5	fibroblast
C291_Ragh_S01	0	myeloid
C427_Ragh_S01	4	epithelial_malignant
I15_Ragh_S01	4	epithelial_malignant
I18_Ragh_S01	3	lymphoid
I19_Ragh_S01	4	epithelial_malignant
I23_Ragh_S01	4	epithelial_malignant
I27_Ragh_S01	4	epithelial_malignant
I348_Ragh_S01	0	myeloid
I35_Ragh_S01	4	epithelial_malignant
I439_Ragh_S01	0	myeloid
I58_Ragh_S01	0	myeloid
I75_Ragh_S01	0	myeloid
I7_Ragh_S01	0	myeloid
I82_Ragh_S01	4	epithelial_malignant
I90_Ragh_S01	4	epithelial_malignant
I98_Ragh_S01	0	myeloid
I9_Ragh_S01	4	epithelial_malignant
C10_Ragh_S02	3	lymphoid
C14_Ragh_S02	3	lymphoid
C59_Ragh_S02	3	lymphoid
C67_Ragh_S02	2	myeloid
C85_Ragh_S02	4	epithelial_malignant
C90_Ragh_S02	5	fibroblast
I13_Ragh_S02	1	epithelial
I21_Ragh_S02	4	epithelial_malignant
I23_Ragh_S02	4	epithelial_malignant
I26_Ragh_S02	3	lymphoid
I28_Ragh_S02	3	lymphoid
I31_Ragh_S02	6	endothelial
I34_Ragh_S02	0	myeloid
I36_Ragh_S02	0	myeloid
I41_Ragh_S02	0	myeloid
I42_Ragh_S02	3	lymphoid
I43_Ragh_S02	3	lymphoid
I65_Ragh_S02	0	myeloid
I77_Ragh_S02	0	myeloid
I7_Ragh_S02	3	lymphoid
I93_Ragh_S02	3	lymphoid
I1_Ragh_S03	0	myeloid
I4_Ragh_S03	4	epithelial_malignant
I6_Ragh_S03	4	epithelial_malignant
I8_Ragh_S03	4	epithelial_malignant
C111_Ragh_S04	4	epithelial_malignant
I105_Ragh_S04	4	epithelial_malignant
I19_Ragh_S04	4	epithelial_malignant
I48_Ragh_S04	4	epithelial_malignant
I4_Ragh_S04	0	myeloid
I5_Ragh_S04	4	epithelial_malignant
I61_Ragh_S04	4	epithelial_malignant
I71_Ragh_S04	4	epithelial_malignant
I76_Ragh_S04	4	epithelial_malignant
I7_Ragh_S04	4	epithelial_malignant
I8_Ragh_S04	4	epithelial_malignant
I14_Ragh_S05	0	myeloid
I15_Ragh_S05	4	epithelial_malignant
I20_Ragh_S05	4	epithelial_malignant
I21_Ragh_S05	0	myeloid
I22_Ragh_S05	0	myeloid
I23_Ragh_S05	2	myeloid
I26_Ragh_S05	0	myeloid
I30_Ragh_S05	3	lymphoid
I45_Ragh_S05	4	epithelial_malignant
I48_Ragh_S05	3	lymphoid
I6_Ragh_S05	3	lymphoid
I7_Ragh_S05	1	epithelial
C249_Ragh_S06	0	myeloid
C275_Ragh_S06	0	myeloid
C84_Ragh_S06	0	myeloid
I14_Ragh_S06	4	epithelial_malignant
I15_Ragh_S06	4	epithelial_malignant
I17_Ragh_S06	4	epithelial_malignant
I18_Ragh_S06	4	epithelial_malignant
I19_Ragh_S06	4	epithelial_malignant
I23_Ragh_S06	4	epithelial_malignant
I34_Ragh_S06	4	epithelial_malignant
I35_Ragh_S06	4	epithelial_malignant
I7_Ragh_S06	3	lymphoid
I9_Ragh_S06	1	epithelial
C0_Ragh_S07	0	myeloid
C12_Ragh_S07	4	epithelial_malignant
C20_Ragh_S07	3	lymphoid
C23_Ragh_S07	1	epithelial
C35_Ragh_S07	3	lymphoid
C70_Ragh_S07	3	lymphoid
I19_Ragh_S07	6	endothelial
I20_Ragh_S07	3	lymphoid
I22_Ragh_S07	4	epithelial_malignant
I25_Ragh_S07	4	epithelial_malignant
I26_Ragh_S07	3	lymphoid
I28_Ragh_S07	0	myeloid
I29_Ragh_S07	0	myeloid
I30_Ragh_S07	3	lymphoid
I31_Ragh_S07	0	myeloid
I33_Ragh_S07	0	myeloid
I34_Ragh_S07	0	myeloid
I35_Ragh_S07	0	myeloid
I41_Ragh_S07	0	myeloid
I45_Ragh_S07	4	epithelial_malignant
I46_Ragh_S07	3	lymphoid
I73_Ragh_S07	4	epithelial_malignant
I77_Ragh_S07	3	lymphoid
C10_Ragh_S08	0	myeloid
C150_Ragh_S08	3	lymphoid
C165_Ragh_S08	3	lymphoid
C25_Ragh_S08	3	lymphoid
C38_Ragh_S08	6	endothelial
C56_Ragh_S08	0	myeloid
C66_Ragh_S08	0	myeloid
C68_Ragh_S08	2	myeloid
C6_Ragh_S08	5	fibroblast
C7_Ragh_S08	4	epithelial_malignant
I103_Ragh_S08	0	myeloid
I12_Ragh_S08	1	epithelial
I143_Ragh_S08	3	lymphoid
I159_Ragh_S08	0	myeloid
I174_Ragh_S08	3	lymphoid
I17_Ragh_S08	3	lymphoid
I22_Ragh_S08	3	lymphoid
I27_Ragh_S08	0	myeloid
I36_Ragh_S08	0	myeloid
I39_Ragh_S08	0	myeloid
I41_Ragh_S08	0	myeloid
I44_Ragh_S08	2	myeloid
I45_Ragh_S08	5	fibroblast
I46_Ragh_S08	0	myeloid
I48_Ragh_S08	0	myeloid
I49_Ragh_S08	3	lymphoid
I50_Ragh_S08	0	myeloid
I51_Ragh_S08	6	endothelial
I56_Ragh_S08	3	lymphoid
I58_Ragh_S08	0	myeloid
I59_Ragh_S08	0	myeloid
I64_Ragh_S08	0	myeloid
I69_Ragh_S08	0	myeloid
C49_Ragh_S09	4	epithelial_malignant
I111_Ragh_S09	0	myeloid
I121_Ragh_S09	3	lymphoid
I124_Ragh_S09	4	epithelial_malignant
I145_Ragh_S09	4	epithelial_malignant
I155_Ragh_S09	4	epithelial_malignant
I156_Ragh_S09	4	epithelial_malignant
I157_Ragh_S09	4	epithelial_malignant
I15_Ragh_S09	5	fibroblast
I170_Ragh_S09	4	epithelial_malignant
I193_Ragh_S09	0	myeloid
I22_Ragh_S09	4	epithelial_malignant
I24_Ragh_S09	3	lymphoid
I25_Ragh_S09	3	lymphoid
I279_Ragh_S09	4	epithelial_malignant
I31_Ragh_S09	4	epithelial_malignant
I32_Ragh_S09	0	myeloid
I350_Ragh_S09	0	myeloid
I39_Ragh_S09	3	lymphoid
I41_Ragh_S09	3	lymphoid
I43_Ragh_S09	4	epithelial_malignant
I46_Ragh_S09	4	epithelial_malignant
I56_Ragh_S09	4	epithelial_malignant
I59_Ragh_S09	4	epithelial_malignant
I62_Ragh_S09	0	myeloid
I73_Ragh_S09	0	myeloid
I78_Ragh_S09	4	epithelial_malignant
I89_Ragh_S09	3	lymphoid
I91_Ragh_S09	4	epithelial_malignant
I94_Ragh_S09	4	epithelial_malignant
I9_Ragh_S09	1	epithelial
C11_Ragh_S10	5	fibroblast
C75_Ragh_S10	5	fibroblast
I10_Ragh_S10	3	lymphoid
I11_Ragh_S10	0	myeloid
I12_Ragh_S10	4	epithelial_malignant
I13_Ragh_S10	6	endothelial
I19_Ragh_S10	4	epithelial_malignant
I20_Ragh_S10	4	epithelial_malignant
I23_Ragh_S10	1	epithelial
I27_Ragh_S10	4	epithelial_malignant
I29_Ragh_S10	0	myeloid
I32_Ragh_S10	4	epithelial_malignant
I50_Ragh_S10	4	epithelial_malignant
I55_Ragh_S10	4	epithelial_malignant
I10_Ragh_S11	3	lymphoid
I116_Ragh_S11	3	lymphoid
I12_Ragh_S11	4	epithelial_malignant
I13_Ragh_S11	6	endothelial
I15_Ragh_S11	0	myeloid
I20_Ragh_S11	0	myeloid
I21_Ragh_S11	4	epithelial_malignant
I23_Ragh_S11	0	myeloid
I24_Ragh_S11	3	lymphoid
I25_Ragh_S11	3	lymphoid
I35_Ragh_S11	4	epithelial_malignant
I67_Ragh_S11	4	epithelial_malignant
I74_Ragh_S11	3	lymphoid
I9_Ragh_S11	1	epithelial
C45_Ragh_S12	0	myeloid
I13_Ragh_S12	4	epithelial_malignant
I14_Ragh_S12	4	epithelial_malignant
I16_Ragh_S12	1	epithelial
I17_Ragh_S12	4	epithelial_malignant
I18_Ragh_S12	4	epithelial_malignant
I20_Ragh_S12	3	lymphoid
I21_Ragh_S12	0	myeloid
I28_Ragh_S12	0	myeloid
I30_Ragh_S12	3	lymphoid
I58_Ragh_S12	0	myeloid
I7_Ragh_S12	1	epithelial
I9_Ragh_S12	6	endothelial
C93_Ragh_S14	4	epithelial_malignant
I10_Ragh_S14	4	epithelial_malignant
I11_Ragh_S14	0	myeloid
I12_Ragh_S14	0	myeloid
I15_Ragh_S14	1	epithelial
I17_Ragh_S14	4	epithelial_malignant
I20_Ragh_S14	4	epithelial_malignant
I2_Ragh_S14	3	lymphoid
I38_Ragh_S14	4	epithelial_malignant
I2_Ragh_S15	4	epithelial_malignant
I4_Ragh_S15	0	myeloid
I9_Ragh_S15	3	lymphoid
C23_Ragh_S16	4	epithelial_malignant
C39_Ragh_S16	3	lymphoid
C66_Ragh_S16	3	lymphoid
C85_Ragh_S16	3	lymphoid
C9_Ragh_S16	4	epithelial_malignant
I103_Ragh_S16	3	lymphoid
I118_Ragh_S16	3	lymphoid
I129_Ragh_S16	3	lymphoid
I17_Ragh_S16	3	lymphoid
I21_Ragh_S16	0	myeloid
I27_Ragh_S16	0	myeloid
I31_Ragh_S16	3	lymphoid
I36_Ragh_S16	4	epithelial_malignant
I39_Ragh_S16	4	epithelial_malignant
I42_Ragh_S16	4	epithelial_malignant
I43_Ragh_S16	4	epithelial_malignant
I44_Ragh_S16	3	lymphoid
I47_Ragh_S16	0	myeloid
I55_Ragh_S16	4	epithelial_malignant
I6_Ragh_S16	1	epithelial
I82_Ragh_S16	0	myeloid
I85_Ragh_S16	0	myeloid
I93_Ragh_S16	3	lymphoid
I96_Ragh_S16	0	myeloid
I97_Ragh_S16	0	myeloid
C11_Ragh_S17	4	epithelial_malignant
C39_Ragh_S17	3	lymphoid
I113_Ragh_S17	3	lymphoid
I118_Ragh_S17	3	lymphoid
I12_Ragh_S17	1	epithelial
I132_Ragh_S17	0	myeloid
I18_Ragh_S17	4	epithelial_malignant
I20_Ragh_S17	0	myeloid
I27_Ragh_S17	0	myeloid
I28_Ragh_S17	3	lymphoid
I29_Ragh_S17	0	myeloid
I30_Ragh_S17	4	epithelial_malignant
I33_Ragh_S17	0	myeloid
I36_Ragh_S17	3	lymphoid
I42_Ragh_S17	0	myeloid
I44_Ragh_S17	4	epithelial_malignant
I47_Ragh_S17	5	fibroblast
I51_Ragh_S17	0	myeloid
I53_Ragh_S17	4	epithelial_malignant
I56_Ragh_S17	4	epithelial_malignant
I65_Ragh_S17	5	fibroblast
I80_Ragh_S17	3	lymphoid
I88_Ragh_S17	0	myeloid
C373_Ragh_S18	5	fibroblast
I11_Ragh_S18	4	epithelial_malignant
I12_Ragh_S18	4	epithelial_malignant
I158_Ragh_S18	4	epithelial_malignant
I16_Ragh_S18	0	myeloid
I17_Ragh_S18	4	epithelial_malignant
I194_Ragh_S18	0	myeloid
I20_Ragh_S18	4	epithelial_malignant
I24_Ragh_S18	0	myeloid
I25_Ragh_S18	4	epithelial_malignant
I28_Ragh_S18	0	myeloid
I34_Ragh_S18	4	epithelial_malignant
I36_Ragh_S18	4	epithelial_malignant
I40_Ragh_S18	3	lymphoid
I52_Ragh_S18	4	epithelial_malignant
I58_Ragh_S18	4	epithelial_malignant
I76_Ragh_S18	4	epithelial_malignant
C112_Ragh_S19	3	lymphoid
C19_Ragh_S19	6	endothelial
I106_Ragh_S19	3	lymphoid
I11_Ragh_S19	3	lymphoid
I12_Ragh_S19	1	epithelial
I137_Ragh_S19	3	lymphoid
I16_Ragh_S19	0	myeloid
I18_Ragh_S19	3	lymphoid
I19_Ragh_S19	0	myeloid
I26_Ragh_S19	0	myeloid
I27_Ragh_S19	0	myeloid
I29_Ragh_S19	0	myeloid
I33_Ragh_S19	3	lymphoid
I37_Ragh_S19	3	lymphoid
I43_Ragh_S19	0	myeloid
C121_Ragh_S20	4	epithelial_malignant
C66_Ragh_S20	3	lymphoid
I13_Ragh_S20	5	fibroblast
I19_Ragh_S20	4	epithelial_malignant
I20_Ragh_S20	4	epithelial_malignant
I24_Ragh_S20	0	myeloid
I27_Ragh_S20	4	epithelial_malignant
I35_Ragh_S20	0	myeloid
I45_Ragh_S20	3	lymphoid
I6_Ragh_S20	3	lymphoid
I7_Ragh_S20	4	epithelial_malignant
C10_Ragh_S21	4	epithelial_malignant
C11_Ragh_S21	3	lymphoid
C23_Ragh_S21	3	lymphoid
C27_Ragh_S21	4	epithelial_malignant
C47_Ragh_S21	1	epithelial
C64_Ragh_S21	5	fibroblast
C78_Ragh_S21	3	lymphoid
I13_Ragh_S21	0	myeloid
I21_Ragh_S21	6	endothelial
I27_Ragh_S21	2	myeloid
I28_Ragh_S21	4	epithelial_malignant
I29_Ragh_S21	4	epithelial_malignant
I33_Ragh_S21	3	lymphoid
I37_Ragh_S21	4	epithelial_malignant
I38_Ragh_S21	4	epithelial_malignant
I41_Ragh_S21	0	myeloid
I62_Ragh_S21	3	lymphoid
I6_Ragh_S21	0	myeloid
I71_Ragh_S21	5	fibroblast
C126_Ragh_S22	3	lymphoid
I13_Ragh_S22	0	myeloid
I14_Ragh_S22	5	fibroblast
I15_Ragh_S22	0	myeloid
I164_Ragh_S22	3	lymphoid
I16_Ragh_S22	4	epithelial_malignant
I17_Ragh_S22	4	epithelial_malignant
I24_Ragh_S22	5	fibroblast
I4_Ragh_S22	4	epithelial_malignant
I7_Ragh_S22	0	myeloid
C114_Ragh_S23	1	epithelial
I111_Ragh_S23	0	myeloid
I114_Ragh_S23	0	myeloid
I116_Ragh_S23	3	lymphoid
I126_Ragh_S23	3	lymphoid
I13_Ragh_S23	3	lymphoid
I145_Ragh_S23	0	myeloid
I14_Ragh_S23	4	epithelial_malignant
I18_Ragh_S23	0	myeloid
I21_Ragh_S23	6	endothelial
I25_Ragh_S23	4	epithelial_malignant
I27_Ragh_S23	5	fibroblast
I35_Ragh_S23	5	fibroblast
I37_Ragh_S23	5	fibroblast
I39_Ragh_S23	5	fibroblast
I41_Ragh_S23	1	epithelial
I48_Ragh_S23	0	myeloid
I52_Ragh_S23	1	epithelial
I60_Ragh_S23	3	lymphoid
